PassengerId,Target,Age,SibSp,Parch,Fare,Sex_f,Pclass_1,Pclass_2,Pclass_3,Probabilidade,Survived
104,0,33.0,0,0,8.6542,0,0,0,1,0.13431055071241524,0
105,0,37.0,2,0,7.925,0,0,0,1,0.12264370972139918,0
106,0,28.0,0,0,7.8958,0,0,0,1,0.16667925179696239,0
107,1,21.0,0,0,7.65,1,0,0,1,0.5220159917667377,1
108,1,0.0,0,0,7.775,0,0,0,1,0.15831716611910246,0
109,0,38.0,0,0,7.8958,0,0,0,1,0.11206524821778996,0
110,1,0.0,1,0,24.15,1,0,0,1,0.47024352958382326,0
111,0,47.0,0,0,52.0,0,1,0,0,0.37298196633035574,0
112,0,14.5,1,0,14.4542,1,0,0,1,0.5490749132526491,1
113,0,22.0,0,0,8.05,0,0,0,1,0.17554329760413914,0
114,0,20.0,1,0,9.825,1,0,0,1,0.4703609425164913,0
115,0,17.0,0,0,14.4583,1,0,0,1,0.5391201016669798,1
116,0,21.0,0,0,7.925,0,0,0,1,0.1829681317429151,0
117,0,70.5,0,0,7.75,0,0,0,1,0.09502567553071962,0
118,0,29.0,1,0,21.0,0,0,1,0,0.21422493244115176,0
119,0,24.0,0,1,247.5208,0,1,0,0,0.4638564533287735,0
120,0,2.0,4,2,31.275,1,0,0,1,0.12324878675264857,0
121,0,21.0,2,0,73.5,0,0,1,0,0.178060357487335,0
122,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
123,0,32.5,1,0,30.0708,0,0,1,0,0.23620513838089016,0
124,1,32.5,0,0,13.0,1,0,1,0,0.7788589970777694,1
125,0,54.0,0,1,77.2875,0,1,0,0,0.36694583525943897,0
126,1,12.0,1,0,11.2417,0,0,0,1,0.2655455657852523,0
127,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
128,1,24.0,0,0,7.1417,0,0,0,1,0.154710071255471,0
129,1,0.0,1,1,22.3583,1,0,0,1,0.549148567634712,1
130,0,45.0,0,0,6.975,0,0,0,1,0.07772200083092735,0
131,0,33.0,0,0,7.8958,0,0,0,1,0.12176224663703247,0
132,0,20.0,0,0,7.05,0,0,0,1,0.12276466919401317,0
133,0,47.0,1,0,14.5,1,0,0,1,0.39863550023875,0
134,1,29.0,1,0,26.0,1,0,1,0,0.8063350148386681,1
135,0,25.0,0,0,13.0,0,0,1,0,0.18024020003489477,0
136,0,23.0,0,0,15.0458,0,0,1,0,0.19064875980654172,0
137,1,19.0,0,2,26.2833,1,1,0,0,0.8911179027530773,1
138,0,37.0,1,0,53.1,0,1,0,0,0.3941391226286932,0
139,0,16.0,0,0,9.2167,0,0,0,1,0.17546783420536002,0
140,0,24.0,0,0,79.2,0,1,0,0,0.3955940386119799,0
141,0,0.0,0,2,15.2458,1,0,0,1,0.558909540038797,1
142,1,22.0,0,0,7.75,1,0,0,1,0.5291765689966494,1
143,1,24.0,1,0,15.85,1,0,0,1,0.5561005377900421,1
144,0,19.0,0,0,6.75,0,0,0,1,0.12031029098235481,0
145,0,18.0,0,0,11.5,0,0,1,0,0.1953604779959288,0
146,0,19.0,1,1,36.75,0,0,1,0,0.37114344458424847,0
147,1,27.0,0,0,7.7958,0,0,0,1,0.17456505423735796,0
148,0,9.0,2,2,34.375,1,0,0,1,0.33461959998451646,0
149,0,36.5,0,2,26.0,0,0,1,0,0.43579055250373533,0
150,0,42.0,0,0,13.0,0,0,1,0,0.1921625002174004,0
151,0,51.0,0,0,12.525,0,0,1,0,0.17068315487121627,0
152,1,22.0,1,0,66.6,1,1,0,0,0.9140943456530491,1
153,0,55.5,0,0,8.05,0,0,0,1,0.12373815136854753,0
154,0,40.5,0,2,14.5,0,0,0,1,0.2365742394628915,0
155,0,0.0,0,0,7.3125,0,0,0,1,0.14297181770320594,0
156,0,51.0,0,1,61.3792,0,1,0,0,0.34684876067543635,0
157,1,16.0,0,0,7.7333,1,0,0,1,0.5631852360528443,1
158,0,30.0,0,0,8.05,0,0,0,1,0.18256714040881802,0
159,0,0.0,0,0,8.6625,0,0,0,1,0.16288116617695994,0
160,0,0.0,8,2,69.55,0,0,0,1,0.06710550888347408,0
161,0,44.0,0,1,16.1,0,0,0,1,0.24247592169767043,0
162,1,40.0,0,0,15.75,1,0,1,0,0.7706461989887515,1
163,0,26.0,0,0,7.775,0,0,0,1,0.16759735931476022,0
164,0,17.0,0,0,8.6625,0,0,0,1,0.17073721662663113,0
165,0,1.0,4,1,39.6875,0,0,0,1,0.09807406084538234,0
166,1,9.0,0,2,20.525,0,0,0,1,0.3581332296793786,0
167,1,0.0,0,1,55.0,1,1,0,0,0.9102943220239257,1
168,0,45.0,1,4,27.9,1,0,0,1,0.15416818803756202,0
169,0,0.0,0,0,25.925,0,1,0,0,0.30795563600629733,0
170,0,28.0,0,0,56.4958,0,0,0,1,0.34384397042381515,0
171,0,61.0,0,0,33.5,0,1,0,0,0.21952582928946004,0
172,0,4.0,4,1,29.125,0,0,0,1,0.09348606474999294,0
173,1,1.0,1,1,11.1333,1,0,0,1,0.6115211944913711,1
174,0,21.0,0,0,7.925,0,0,0,1,0.1829681317429151,0
175,0,56.0,0,0,30.6958,0,1,0,0,0.31244306534776706,0
176,0,18.0,1,1,7.8542,0,0,0,1,0.2482058346307832,0
177,0,0.0,3,1,25.4667,0,0,0,1,0.14090758594183114,0
178,0,50.0,0,0,28.7125,1,1,0,0,0.737543214601833,1
179,0,30.0,0,0,13.0,0,0,1,0,0.1870133555504106,0
180,0,36.0,0,0,0.0,0,0,0,1,0.07542354837109622,0
181,0,0.0,8,2,69.55,1,0,0,1,0.07975568406205445,0
182,0,0.0,0,0,15.05,0,0,1,0,0.24829350145130386,0
183,0,9.0,4,2,31.3875,0,0,0,1,0.07276891456272168,0
184,1,1.0,2,1,39.0,0,0,1,0,0.4871943200604067,0
185,1,4.0,0,2,22.025,1,0,0,1,0.5682904930045694,1
186,0,0.0,0,0,50.0,0,1,0,0,0.35306946405475265,0
187,1,0.0,1,0,15.5,1,0,0,1,0.5903245480373027,1
188,1,45.0,0,0,26.55,0,1,0,0,0.43963211876354946,0
189,0,40.0,1,1,15.5,0,0,0,1,0.22608734077162917,0
190,0,36.0,0,0,7.8958,0,0,0,1,0.11637545823051947,0
191,1,32.0,0,0,13.0,1,0,1,0,0.7790796235539896,1
192,0,19.0,0,0,13.0,0,0,1,0,0.19763902587881044,0
193,1,19.0,1,0,7.8542,1,0,0,1,0.5173517740430018,1
194,1,3.0,1,1,26.0,0,0,1,0,0.5947290819275295,1
195,1,44.0,0,0,27.7208,1,1,0,0,0.8413278028117208,1
196,1,58.0,0,0,146.5208,1,1,0,0,0.8998931560575826,1
197,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
198,0,42.0,0,1,8.4042,0,0,0,1,0.18847034278409427,0
199,1,0.0,0,0,7.75,1,0,0,1,0.5772983441823915,1
200,0,24.0,0,0,13.0,1,0,1,0,0.750483533531392,1
201,0,28.0,0,0,9.5,0,0,0,1,0.17253830976713413,0
202,0,0.0,8,2,69.55,0,0,0,1,0.06710550888347408,0
203,0,34.0,0,0,6.4958,0,0,0,1,0.07656355996872444,0
204,0,45.5,0,0,7.225,0,0,0,1,0.09238469822027097,0
205,1,18.0,0,0,8.05,0,0,0,1,0.1749326290055872,0
206,0,2.0,0,1,10.4625,1,0,0,1,0.550744733067137,1
207,0,32.0,1,0,15.85,0,0,0,1,0.2522962133576022,0
208,1,26.0,0,0,18.7875,0,0,0,1,0.22394721627804398,0
209,1,16.0,0,0,7.75,1,0,0,1,0.5595884442085772,1
210,1,40.0,0,0,31.0,0,1,0,0,0.39526598409991237,0
211,0,24.0,0,0,7.05,0,0,0,1,0.11848441735474033,0
212,1,35.0,0,0,21.0,1,0,1,0,0.7800614762095598,1
213,0,22.0,0,0,7.25,0,0,0,1,0.1537914302369081,0
214,0,30.0,0,0,13.0,0,0,1,0,0.1870133555504106,0
215,0,0.0,1,0,7.75,0,0,0,1,0.17290439430180485,0
216,1,31.0,1,0,113.275,1,1,0,0,0.9277075877342926,1
217,1,27.0,0,0,7.925,1,0,0,1,0.5135868872409172,1
218,0,42.0,1,0,27.0,0,0,1,0,0.22378858068068266,0
219,1,32.0,0,0,76.2917,1,1,0,0,0.9339168826297009,1
220,0,30.0,0,0,10.5,0,0,1,0,0.1817716364657777,0
221,1,16.0,0,0,8.05,0,0,0,1,0.17921651953121637,0
222,0,27.0,0,0,13.0,0,0,1,0,0.1817572437895313,0
223,0,51.0,0,0,8.05,0,0,0,1,0.1252297450886302,0
224,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
225,1,38.0,1,0,90.0,0,1,0,0,0.4288013733249888,0
226,0,22.0,0,0,9.35,0,0,0,1,0.17262080275447328,0
227,1,19.0,0,0,10.5,0,0,1,0,0.19437790729404056,0
228,0,20.5,0,0,7.25,0,0,0,1,0.15284228109416895,0
229,0,18.0,0,0,13.0,0,0,1,0,0.19786201891476204,0
230,0,0.0,3,1,25.4667,1,0,0,1,0.15530876488502365,0
231,1,35.0,1,0,83.475,1,1,0,0,0.930818267256851,1
232,0,29.0,0,0,7.775,0,0,0,1,0.16936081046557291,0
233,0,59.0,0,0,13.5,0,0,1,0,0.1609605499764528,0
234,1,5.0,4,2,31.3875,1,0,0,1,0.12989730787207418,0
235,0,24.0,0,0,10.5,0,0,1,0,0.1762065854122572,0
236,0,0.0,0,0,7.55,1,0,0,1,0.5672497891483516,1
237,0,44.0,1,0,26.0,0,0,1,0,0.21388932888715168,0
238,1,8.0,0,2,26.25,1,0,1,0,0.9106733391897593,1
239,0,19.0,0,0,10.5,0,0,1,0,0.19437790729404056,0
240,0,33.0,0,0,12.275,0,0,1,0,0.18182557255755868,0
241,0,0.0,1,0,14.4542,1,0,0,1,0.566919158305955,1
242,1,0.0,1,0,15.5,1,0,0,1,0.5903245480373027,1
243,0,29.0,0,0,10.5,0,0,1,0,0.180991449252681,0
244,0,22.0,0,0,7.125,0,0,0,1,0.13359358602830662,0
245,0,30.0,0,0,7.225,0,0,0,1,0.15054183472307403,0
246,0,44.0,2,0,90.0,0,1,0,0,0.3333484982586272,0
247,0,25.0,0,0,7.775,1,0,0,1,0.5181383440718478,1
248,1,24.0,0,2,14.5,1,0,1,0,0.8735394038694515,1
249,1,37.0,1,1,52.5542,0,1,0,0,0.4307492303054371,0
250,0,54.0,1,0,26.0,0,0,1,0,0.1938963769065381,0
251,0,0.0,0,0,7.25,0,0,0,1,0.14340258693397517,0
252,0,29.0,1,1,10.4625,1,0,0,1,0.46038884508318567,0
253,0,62.0,0,0,26.55,0,1,0,0,0.24967412137870526,0
254,0,30.0,1,0,16.1,0,0,0,1,0.22185276756138705,0
255,0,41.0,0,2,20.2125,1,0,0,1,0.41768877493732953,0
256,1,29.0,0,2,15.2458,1,0,0,1,0.5530882204927027,1
257,1,0.0,0,0,79.2,1,1,0,0,0.9186904520602258,1
258,1,30.0,0,0,86.5,1,1,0,0,0.9306443111541719,1
259,1,35.0,0,0,512.3292,1,1,0,0,0.9145455512635566,1
260,1,50.0,0,1,26.0,1,0,1,0,0.8665724256434831,1
261,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
262,1,3.0,4,2,31.3875,0,0,0,1,0.08088905252116695,0
263,0,52.0,1,1,79.65,0,1,0,0,0.4115728200899424,0
264,0,40.0,0,0,0.0,0,1,0,0,0.19946247283653148,0
265,0,0.0,0,0,7.75,1,0,0,1,0.5772983441823915,1
266,0,36.0,0,0,10.5,0,0,1,0,0.17790787359703433,0
267,0,16.0,4,1,39.6875,0,0,0,1,0.08826554753649188,0
268,1,25.0,1,0,7.775,0,0,0,1,0.18261209704735018,0
269,1,58.0,0,1,153.4625,1,1,0,0,0.8934560583709319,1
270,1,35.0,0,0,135.6333,1,1,0,0,0.9327595978639068,1
271,0,0.0,0,0,31.0,0,1,0,0,0.37828742096416157,0
272,1,25.0,0,0,0.0,0,0,0,1,0.11548305649309831,0
273,1,41.0,0,1,19.5,1,0,1,0,0.858517905421265,1
274,0,37.0,0,1,29.7,0,1,0,0,0.4302066059123423,0
275,1,0.0,0,0,7.75,1,0,0,1,0.5772983441823915,1
276,1,63.0,1,0,77.9583,1,1,0,0,0.9157146394573562,1
277,0,45.0,0,0,7.75,1,0,0,1,0.32314999879405787,0
278,0,0.0,0,0,0.0,0,0,1,0,0.1114360073963654,0
279,0,7.0,4,1,29.125,0,0,0,1,0.08882183387509458,0
280,1,35.0,1,1,20.25,1,0,0,1,0.5447304490941479,1
281,0,65.0,0,0,7.75,0,0,0,1,0.09602567553071961,0
282,0,28.0,0,0,7.8542,0,0,0,1,0.16795468553714799,0
283,0,16.0,0,0,9.5,0,0,0,1,0.1748658924577872,0
284,1,19.0,0,0,8.05,0,0,0,1,0.1759777612305923,0
285,0,0.0,0,0,26.0,0,1,0,0,0.33403449807139257,0
286,0,33.0,0,0,8.6625,0,0,0,1,0.13431055071241524,0
287,1,30.0,0,0,9.5,0,0,0,1,0.1791218366029073,0
288,0,22.0,0,0,7.8958,0,0,0,1,0.16716317491245247,0
289,1,42.0,0,0,13.0,0,0,1,0,0.1921625002174004,0
290,1,22.0,0,0,7.75,1,0,0,1,0.5291765689966494,1
291,1,26.0,0,0,78.85,1,1,0,0,0.9241905057022477,1
292,1,19.0,1,0,91.0792,1,1,0,0,0.9257737844803023,1
293,0,36.0,0,0,12.875,0,0,1,0,0.18204659067985532,0
294,0,24.0,0,0,8.85,1,0,0,1,0.47602514534158324,0
295,0,24.0,0,0,7.8958,0,0,0,1,0.1657698590422351,0
296,0,0.0,0,0,27.7208,0,1,0,0,0.41015847900032093,0
297,0,23.5,0,0,7.2292,0,0,0,1,0.15508873865569617,0
298,0,2.0,1,2,151.55,1,1,0,0,0.856513042179856,1
299,1,0.0,0,0,30.5,0,1,0,0,0.41547479718380625,0
300,1,50.0,0,1,247.5208,1,1,0,0,0.905598854548485,1
301,1,0.0,0,0,7.75,1,0,0,1,0.5772983441823915,1
302,1,0.0,2,0,23.25,0,0,0,1,0.2625306564349983,0
303,0,19.0,0,0,0.0,0,0,0,1,0.12031029098235481,0
304,1,0.0,0,0,12.35,1,0,1,0,0.7913009602147161,1
305,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
306,1,0.92,1,2,151.55,0,1,0,0,0.6299699036141287,1
307,1,0.0,0,0,110.8833,1,1,0,0,0.919306136763638,1
308,1,17.0,1,0,108.9,1,1,0,0,0.9260990122102445,1
309,0,30.0,1,0,24.0,0,0,1,0,0.22280719939606844,0
310,1,30.0,0,0,56.9292,1,1,0,0,0.9045156589283433,1
311,1,24.0,0,0,83.1583,1,1,0,0,0.9258841028640795,1
312,1,18.0,2,2,262.375,1,1,0,0,0.9142874054609554,1
313,0,26.0,1,1,26.0,1,0,1,0,0.8754924273157519,1
314,0,28.0,0,0,7.8958,0,0,0,1,0.16667925179696239,0
315,0,43.0,1,1,26.25,0,0,1,0,0.33426481357440646,0
316,1,26.0,0,0,7.8542,1,0,0,1,0.5096938975108701,1
317,1,24.0,1,0,26.0,1,0,1,0,0.802225331589268,1
318,0,54.0,0,0,14.0,0,0,1,0,0.16723629474862658,0
319,1,31.0,0,2,164.8667,1,1,0,0,0.9085828715176891,1
320,1,40.0,1,1,134.5,1,1,0,0,0.9353237908085505,1
321,0,22.0,0,0,7.25,0,0,0,1,0.1537914302369081,0
322,0,27.0,0,0,7.8958,0,0,0,1,0.1711503744249384,0
323,1,30.0,0,0,12.35,1,0,1,0,0.7871656654831902,1
324,1,22.0,1,1,29.0,1,0,1,0,0.8808193073235954,1
325,0,0.0,8,2,69.55,0,0,0,1,0.06710550888347408,0
326,1,36.0,0,0,135.6333,1,1,0,0,0.9327595978639068,1
327,0,61.0,0,0,6.2375,0,0,0,1,0.06486156816988545,0
328,1,36.0,0,0,13.0,1,0,1,0,0.7747261641729568,1
329,1,31.0,1,1,20.525,1,0,0,1,0.5489349338572999,1
330,1,16.0,0,1,57.9792,1,1,0,0,0.922265154990177,1
331,1,0.0,2,0,23.25,1,0,0,1,0.5613601718656174,1
332,0,45.5,0,0,28.5,0,1,0,0,0.4141198443224451,0
333,0,38.0,0,1,153.4625,0,1,0,0,0.48422483513350584,0
334,0,16.0,2,0,18.0,0,0,0,1,0.21878733744213974,0
335,1,0.0,1,0,133.65,1,1,0,0,0.9291231828492308,1
336,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
337,0,29.0,1,0,66.6,0,1,0,0,0.4054383335363481,0
338,1,41.0,0,0,134.5,1,1,0,0,0.9312118845271196,1
339,1,45.0,0,0,8.05,0,0,0,1,0.13888695178561292,0
340,0,45.0,0,0,35.5,0,1,0,0,0.38513355672674743,0
341,1,2.0,1,1,26.0,0,0,1,0,0.5944004105988581,1
342,1,24.0,3,2,263.0,1,1,0,0,0.8628050975026927,1
343,0,28.0,0,0,13.0,0,0,1,0,0.18367072095504167,0
344,0,25.0,0,0,13.0,0,0,1,0,0.18024020003489477,0
345,0,36.0,0,0,13.0,0,0,1,0,0.18410537725913328,0
346,1,24.0,0,0,13.0,1,0,1,0,0.750483533531392,1
347,1,40.0,0,0,13.0,1,0,1,0,0.7532594095950109,1
348,1,0.0,1,0,16.1,1,0,0,1,0.5932848473539125,1
349,1,3.0,1,1,15.9,0,0,0,1,0.39005868662722387,0
350,0,42.0,0,0,8.6625,0,0,0,1,0.12128368971212197,0
351,0,23.0,0,0,9.225,0,0,0,1,0.17175479126100676,0
352,0,0.0,0,0,35.0,0,1,0,0,0.3709018548469773,0
353,0,15.0,1,1,7.2292,0,0,0,1,0.2287975499290483,0
354,0,25.0,1,0,17.8,0,0,0,1,0.21984471969896863,0
355,0,0.0,0,0,7.225,0,0,0,1,0.14669482179349055,0
356,0,28.0,0,0,9.5,0,0,0,1,0.17253830976713413,0
357,1,22.0,0,1,55.0,1,1,0,0,0.9203218882094392,1
358,0,38.0,0,0,13.0,1,0,1,0,0.7472081095621981,1
359,1,0.0,0,0,7.8792,1,0,0,1,0.5607231260898503,1
360,1,0.0,0,0,7.8792,1,0,0,1,0.5607231260898503,1
361,0,40.0,1,4,27.9,0,0,0,1,0.11491515768550065,0
362,0,29.0,1,0,27.7208,0,0,1,0,0.2302711608417506,0
363,0,45.0,0,1,14.4542,1,0,0,1,0.40431789701896054,0
364,0,35.0,0,0,7.05,0,0,0,1,0.07752424372940821,0
365,0,0.0,1,0,15.5,0,0,0,1,0.22891396827509133,0
366,0,30.0,0,0,7.25,0,0,0,1,0.14685743989522113,0
367,1,60.0,1,0,75.25,1,1,0,0,0.9173986913522543,1
368,1,0.0,0,0,7.2292,1,0,0,1,0.5712746114624907,1
369,1,0.0,0,0,7.75,1,0,0,1,0.5772983441823915,1
370,1,24.0,0,0,69.3,1,1,0,0,0.9144262719243192,1
371,1,25.0,1,0,55.4417,0,1,0,0,0.43883064061500726,0
372,0,18.0,1,0,6.4958,0,0,0,1,0.129925228649056,0
373,0,19.0,0,0,8.05,0,0,0,1,0.1759777612305923,0
374,0,22.0,0,0,135.6333,0,1,0,0,0.3955126057842243,0
375,0,3.0,3,1,21.075,1,0,0,1,0.3008980426214347,0
376,1,0.0,1,0,82.1708,1,1,0,0,0.9287738296000811,1
377,1,22.0,0,0,7.25,1,0,0,1,0.5267653242966759,1
378,0,27.0,0,2,211.5,0,1,0,0,0.5566315658532879,1
379,0,20.0,0,0,4.0125,0,0,0,1,0.12276466919401317,0
380,0,19.0,0,0,7.775,0,0,0,1,0.16643450712213742,0
381,1,42.0,0,0,227.525,1,1,0,0,0.9154316474355471,1
382,1,1.0,0,2,15.7417,1,0,0,1,0.6047515806349596,1
383,0,32.0,0,0,7.925,0,0,0,1,0.23352748662878084,0
384,1,35.0,1,0,52.0,1,1,0,0,0.8841756809779212,1
385,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
386,0,18.0,0,0,73.5,0,0,1,0,0.24982459546534283,0
387,0,1.0,5,2,46.9,0,0,0,1,0.07614638081452683,0
388,1,36.0,0,0,13.0,1,0,1,0,0.7747261641729568,1
389,0,0.0,0,0,7.7292,0,0,0,1,0.14644707332470008,0
390,1,17.0,0,0,12.0,1,0,1,0,0.7861871446194758,1
391,1,36.0,1,2,120.0,0,1,0,0,0.5831588855430262,1
392,1,21.0,0,0,7.7958,0,0,0,1,0.17175337680892588,0
393,0,28.0,2,0,7.925,0,0,0,1,0.171123989617534,0
